pH,Temperature,Humidity,Moisture,N,P,K,Semantic_Tag,Days_to_Ready
7.01,19.22,68.58,30.02,49,19,33,"K-deficiency, Pest-risk",47.894000000000005
7.47,26.14,47.73,15.07,59,20,54,"N-deficiency, K-deficiency",57.314
5.73,40.58,52.24,34.52,58,42,80,"Healthy, Healthy",36.134
5.01,31.3,55.32,16.11,15,30,61,"Pest-risk, N-deficiency",56.94200000000001
5.72,31.66,72.81,17.33,72,22,20,"Healthy, Healthy",54.36600000000001
7.72,26.08,38.89,12.97,49,10,93,"N-deficiency, Healthy",59.524
7.46,39.26,61.73,9.81,18,9,94,"P-deficiency, K-deficiency",54.94200000000001
7.28,29.17,89.38,16.11,68,24,93,"K-deficiency, Healthy",54.587
6.51,29.23,84.88,28.42,17,29,43,"P-deficiency, Pest-risk",45.129000000000005
7.48,34.17,69.79,10.84,73,11,35,"K-deficiency, Healthy",56.702999999999996
5.26,19.41,44.56,19.14,37,21,92,"K-deficiency, K-deficiency",59.96300000000001
5.67,33.26,73.08,11.02,39,28,44,"K-deficiency, Healthy",58.714
6.27,25.88,44.02,13.25,16,12,75,"P-deficiency, N-deficiency",59.42
6.56,25.6,73.78,19.84,34,29,21,"N-deficiency, Pest-risk",53.708000000000006
7.75,18.47,82.79,9.61,19,40,25,"N-deficiency, K-deficiency",66.077
7.31,24.93,55.94,34.23,36,5,41,"P-deficiency, Healthy",42.271
7.88,36.78,49.81,32.92,70,41,83,"Healthy, Pest-risk",38.534
6.27,38.34,58.76,27.84,52,25,77,"K-deficiency, K-deficiency",41.518
6.09,20.2,88.81,29.23,15,25,61,"N-deficiency, Pest-risk",49.836
6.82,37.87,91.26,25.63,46,43,75,"N-deficiency, Pest-risk",42.42100000000001
5.56,30.55,62.2,23.35,61,29,41,"Healthy, Healthy",50.425000000000004
5.67,29.52,69.53,35.48,65,29,71,"P-deficiency, Pest-risk",41.016000000000005
7.92,36.49,42.94,34.29,31,39,80,"Healthy, Healthy",37.663
6.2,23.55,93.63,31.34,32,7,28,"P-deficiency, Pest-risk",46.253
5.08,37.06,79.9,9.71,66,42,28,"Pest-risk, Pest-risk",59.042
7.09,26.97,41.56,18.04,36,35,48,"Healthy, K-deficiency",53.763
6.39,23.54,89.7,20.92,48,43,41,"P-deficiency, K-deficiency",54.214
6.09,26.66,44.53,31.92,66,44,68,"K-deficiency, N-deficiency",44.454
7.28,41.21,62.71,13.52,42,15,39,"P-deficiency, Healthy",50.63900000000001
5.61,34.32,30.65,10.18,52,18,79,"P-deficiency, N-deficiency",58.976
6.48,39.62,32.21,30.23,42,29,67,"Healthy, Healthy",38.546
7.13,26.93,90.68,34.16,43,32,44,"P-deficiency, K-deficiency",40.967000000000006
7.56,41.64,44.59,20.76,47,33,45,"Healthy, Pest-risk",45.192
5.13,27.89,35.21,8.61,33,18,62,"N-deficiency, K-deficiency",64.40700000000001
5.54,41.68,69.17,36.78,17,11,94,"Pest-risk, P-deficiency",34.156
6.68,34.43,52.64,37.66,63,8,54,"P-deficiency, N-deficiency",34.797000000000004
6.11,30.49,89.77,17.31,38,36,78,"K-deficiency, P-deficiency",54.187000000000005
5.74,36.51,35.07,30.99,54,10,72,"N-deficiency, Pest-risk",40.973
7.64,31.39,47.37,37.05,64,34,88,"Healthy, K-deficiency",37.445
6.15,29.22,72.48,37.16,15,11,21,"P-deficiency, P-deficiency",38.86200000000001
5.13,31.56,81.27,10.9,54,25,48,"K-deficiency, Healthy",60.74
7.99,38.0,85.66,23.27,26,44,29,"P-deficiency, Healthy",45.864000000000004
5.77,25.46,53.91,36.47,67,34,70,"P-deficiency, Pest-risk",42.054
6.17,26.59,42.68,29.84,23,5,92,"P-deficiency, P-deficiency",45.992999999999995
7.7,37.41,33.67,11.92,53,12,56,"N-deficiency, Healthy",54.659
5.86,32.23,70.84,12.83,32,13,77,"P-deficiency, N-deficiency",57.40100000000001
5.97,22.0,50.9,36.98,71,30,31,"P-deficiency, Pest-risk",42.976000000000006
7.92,33.42,51.62,34.28,73,35,28,"N-deficiency, Healthy",39.206
7.51,35.74,73.45,27.83,63,11,75,"Healthy, Pest-risk",42.385999999999996
7.07,41.41,32.76,15.4,62,8,22,"K-deficiency, P-deficiency",48.61500000000001
7.78,37.25,67.52,14.13,42,8,72,"Pest-risk, K-deficiency",53.131
7.92,41.64,85.68,34.88,37,15,35,"K-deficiency, Pest-risk",34.616
7.2,37.94,29.57,33.86,55,7,39,"P-deficiency, K-deficiency",35.842
6.38,29.31,93.85,9.84,22,12,35,"N-deficiency, Pest-risk",60.213
6.34,23.01,65.49,37.15,41,24,90,"Healthy, Healthy",41.595
5.26,19.51,74.18,24.37,28,18,37,"K-deficiency, Healthy",55.729
5.16,20.77,52.69,36.84,39,35,47,"Pest-risk, P-deficiency",45.323
6.45,28.83,39.6,26.18,72,13,42,"K-deficiency, N-deficiency",47.24100000000001
6.95,18.47,90.45,14.15,18,21,80,"P-deficiency, P-deficiency",61.04500000000001
7.09,26.15,80.14,14.49,40,32,40,"K-deficiency, N-deficiency",57.013
5.52,40.62,74.87,22.94,28,11,48,"P-deficiency, Pest-risk",45.798
7.44,25.6,43.93,28.36,46,44,55,"K-deficiency, K-deficiency",46.892
7.91,29.63,45.79,17.22,36,7,91,"P-deficiency, K-deficiency",54.729000000000006
5.34,26.44,84.38,16.49,37,18,26,"P-deficiency, P-deficiency",58.40800000000001
6.74,40.91,58.18,18.44,58,27,39,"N-deficiency, N-deficiency",46.813
5.43,23.5,51.47,29.62,54,42,80,"K-deficiency, Pest-risk",49.194
6.36,41.49,39.02,34.27,19,8,33,"N-deficiency, Pest-risk",34.619
7.65,18.93,46.45,12.83,70,6,30,"Healthy, K-deficiency",63.071
7.0,21.08,45.62,36.73,58,20,48,"Healthy, Healthy",41.57600000000001
6.79,19.15,55.37,28.62,34,7,46,"N-deficiency, Pest-risk",49.449
7.37,33.76,41.91,25.45,21,38,41,"Healthy, K-deficiency",45.0
7.13,23.43,37.74,9.92,17,38,45,"Pest-risk, K-deficiency",62.109
5.31,33.71,42.62,22.58,66,6,62,"Healthy, K-deficiency",49.961000000000006
6.41,22.2,60.64,9.29,34,25,20,"Healthy, P-deficiency",64.148
7.37,36.57,59.31,11.91,53,33,56,"Healthy, P-deficiency",54.42700000000001
5.05,40.06,61.74,34.67,47,24,21,"N-deficiency, Pest-risk",37.634
6.43,29.32,88.56,21.18,45,32,79,"P-deficiency, P-deficiency",51.036
7.42,19.86,34.71,16.52,39,17,36,"K-deficiency, Pest-risk",59.194
6.5,35.02,89.52,29.57,44,43,37,"P-deficiency, Healthy",41.334
6.48,28.13,81.52,36.47,24,25,32,"P-deficiency, Pest-risk",39.299
7.11,20.43,77.83,23.6,39,9,48,"N-deficiency, P-deficiency",52.625
7.07,26.04,53.34,36.64,74,23,52,"K-deficiency, Pest-risk",39.308
5.32,34.35,51.98,21.15,28,33,81,"N-deficiency, K-deficiency",50.765
6.51,28.9,91.14,20.27,56,24,90,"Pest-risk, Healthy",51.81400000000001
7.56,37.54,44.0,35.72,68,10,23,"N-deficiency, Pest-risk",35.274
6.27,31.1,50.42,27.07,21,14,39,"Pest-risk, K-deficiency",45.754000000000005
7.64,26.06,90.09,21.96,57,21,39,"P-deficiency, N-deficiency",52.182
5.51,26.56,29.82,20.88,18,9,48,"N-deficiency, P-deficiency",54.49600000000001
6.97,28.96,35.5,31.94,73,10,20,"P-deficiency, N-deficiency",41.528
7.69,19.8,55.61,14.29,21,35,52,"K-deficiency, P-deficiency",61.54800000000001
7.62,33.89,60.43,32.77,30,20,35,"Healthy, P-deficiency",39.579
6.66,39.24,55.53,20.0,65,23,32,"P-deficiency, Healthy",46.56
5.87,30.28,81.86,33.66,54,29,38,"P-deficiency, Healthy",41.692
5.85,28.05,40.39,33.31,41,15,73,"N-deficiency, Pest-risk",43.126999999999995
6.39,37.51,85.67,36.56,66,39,83,"K-deficiency, P-deficiency",34.717
6.38,25.22,67.12,25.72,62,44,54,"K-deficiency, Healthy",49.55400000000001
5.64,36.13,35.93,25.36,32,15,89,"N-deficiency, K-deficiency",45.867000000000004
5.95,23.49,50.62,32.05,52,23,38,"P-deficiency, Healthy",46.215
6.06,30.49,53.97,22.91,33,40,58,"P-deficiency, Pest-risk",49.807
6.11,26.23,80.32,17.92,64,38,76,"N-deficiency, N-deficiency",55.829
5.03,39.38,31.06,8.18,18,38,29,"K-deficiency, N-deficiency",59.206
5.86,31.62,35.69,17.99,18,41,82,"Healthy, Healthy",53.578
7.04,28.35,54.47,18.1,72,31,22,"N-deficiency, N-deficiency",52.925
6.62,41.93,76.25,31.63,35,12,79,"N-deficiency, N-deficiency",35.991
6.51,36.09,67.8,24.93,21,25,51,"K-deficiency, N-deficiency",44.491
5.56,37.77,44.54,32.99,54,6,75,"Healthy, P-deficiency",39.103
5.88,33.86,52.95,29.53,59,6,64,"K-deficiency, Healthy",43.186
7.57,33.19,72.91,13.08,27,32,92,"K-deficiency, Pest-risk",55.581
7.54,24.89,46.79,26.71,64,12,90,"Healthy, Pest-risk",48.766999999999996
6.36,28.71,39.26,30.6,54,44,70,"Pest-risk, N-deficiency",43.945
5.14,27.19,75.53,37.24,19,24,84,"K-deficiency, Healthy",41.833
6.22,35.35,45.03,32.85,47,37,22,"P-deficiency, K-deficiency",39.105
5.52,35.42,72.99,22.43,50,25,49,"K-deficiency, Pest-risk",48.806
7.51,30.99,90.11,28.4,40,34,43,"K-deficiency, N-deficiency",44.30500000000001
7.65,20.4,48.2,30.6,42,18,90,"Pest-risk, K-deficiency",48.120000000000005
7.78,40.32,83.33,19.81,55,40,57,"Pest-risk, P-deficiency",47.052
7.36,31.31,45.0,37.97,28,19,83,"N-deficiency, Healthy",36.189
5.53,26.56,71.21,25.5,51,6,20,"K-deficiency, Healthy",50.76
7.41,22.83,44.22,16.85,28,11,21,"Healthy, Healthy",57.425000000000004
6.59,31.3,65.78,26.83,73,16,55,"K-deficiency, N-deficiency",45.206
7.13,40.21,28.2,25.78,30,8,70,"Healthy, N-deficiency",41.031
6.7,19.25,73.7,18.02,59,29,74,"Pest-risk, K-deficiency",58.059000000000005
5.12,25.42,40.34,37.29,40,35,70,"Healthy, P-deficiency",42.717999999999996
6.18,36.08,63.16,30.96,71,40,94,"K-deficiency, N-deficiency",40.332
6.32,32.76,36.0,32.09,27,7,21,"P-deficiency, P-deficiency",40.808
5.78,29.54,80.63,20.99,50,25,89,"N-deficiency, Healthy",52.378
6.69,24.01,88.12,9.09,17,14,30,"Healthy, P-deficiency",62.842999999999996
7.63,30.34,79.34,26.87,72,5,83,"Healthy, K-deficiency",46.094
5.85,18.47,41.65,29.52,39,17,55,"Healthy, Pest-risk",50.949
7.26,34.44,57.1,32.88,45,27,26,"Healthy, Healthy",38.495999999999995
5.83,36.6,85.82,20.68,55,18,28,"Pest-risk, N-deficiency",48.99600000000001
7.77,38.35,64.55,17.9,48,10,57,"N-deficiency, K-deficiency",49.545
5.59,30.62,49.41,8.18,19,29,47,"N-deficiency, N-deficiency",62.466
6.59,27.55,66.69,14.4,73,32,24,"Pest-risk, Pest-risk",57.025000000000006
7.54,22.04,64.91,12.48,38,31,31,"Healthy, Pest-risk",61.57599999999999
7.47,20.04,58.4,27.34,61,7,73,"N-deficiency, Pest-risk",50.548
6.98,41.81,77.07,28.78,35,20,88,"Healthy, Pest-risk",37.611
6.65,21.74,50.11,19.36,67,26,61,"N-deficiency, N-deficiency",55.842
5.7,21.04,80.23,29.36,38,21,61,"N-deficiency, P-deficiency",50.092000000000006
7.61,20.61,83.47,17.06,58,21,38,"Pest-risk, P-deficiency",58.766999999999996
6.78,39.33,26.26,32.46,23,35,75,"K-deficiency, N-deficiency",36.307
7.78,39.68,33.84,25.3,35,32,60,"Pest-risk, Healthy",42.980000000000004
7.02,26.0,74.01,23.78,38,30,44,"Healthy, Healthy",49.516
7.29,38.79,38.23,34.84,60,14,21,"P-deficiency, P-deficiency",34.812999999999995
7.59,40.15,39.68,22.68,71,6,53,"P-deficiency, P-deficiency",44.461
6.73,26.51,53.49,13.92,42,35,87,"Healthy, N-deficiency",57.649
5.75,40.37,49.02,9.53,17,21,91,"K-deficiency, P-deficiency",56.191
5.64,28.25,82.54,36.89,67,22,85,"Healthy, K-deficiency",40.583
5.68,21.94,57.88,30.69,49,9,65,"Healthy, Pest-risk",48.618
7.51,31.4,75.78,23.69,52,18,52,"Healthy, N-deficiency",47.867999999999995
7.82,35.8,88.32,24.78,34,6,24,"Pest-risk, Healthy",45.416000000000004
5.61,40.38,88.85,26.42,18,18,21,"N-deficiency, P-deficiency",42.954
6.56,33.21,27.78,23.46,49,28,68,"K-deficiency, P-deficiency",47.007
7.03,36.44,40.16,32.0,21,43,56,"P-deficiency, P-deficiency",37.74
6.22,34.31,26.54,36.96,52,36,41,"K-deficiency, Healthy",36.337
5.27,19.67,35.9,28.45,52,5,32,"K-deficiency, K-deficiency",52.365
6.08,40.59,81.01,15.28,74,30,62,"Pest-risk, Healthy",50.821
7.02,29.41,86.05,28.03,69,34,94,"Pest-risk, Pest-risk",44.411
5.81,33.59,92.35,15.23,42,22,47,"K-deficiency, Healthy",54.901
6.09,32.91,56.52,31.68,71,14,40,"K-deficiency, P-deficiency",41.521
6.38,36.7,66.26,28.93,46,35,74,"Pest-risk, N-deficiency",41.246
7.39,30.96,28.92,33.92,30,20,63,"P-deficiency, Healthy",39.664
7.75,23.33,29.35,28.21,70,13,80,"Pest-risk, N-deficiency",48.766999999999996
7.14,22.71,88.7,29.21,63,14,83,"P-deficiency, Pest-risk",47.057
6.21,36.86,61.87,28.72,22,41,80,"Pest-risk, P-deficiency",41.674
6.75,20.16,33.48,20.61,62,16,24,"P-deficiency, K-deficiency",55.432
7.02,34.85,79.9,32.98,71,35,57,"Healthy, P-deficiency",37.731
7.28,36.92,67.1,28.33,28,37,27,"Pest-risk, Healthy",40.936
7.5,41.26,33.54,18.12,36,22,81,"K-deficiency, N-deficiency",47.374
5.05,34.17,39.15,34.03,51,20,49,"P-deficiency, K-deficiency",41.091
7.14,23.45,36.54,15.56,17,13,60,"P-deficiency, Healthy",57.607
6.24,27.57,66.16,19.99,44,27,80,"P-deficiency, Pest-risk",53.242999999999995
5.12,19.36,76.64,11.03,26,42,89,"Healthy, P-deficiency",66.756
5.59,20.52,86.67,33.08,47,20,46,"Healthy, Pest-risk",47.596000000000004
5.66,18.78,26.78,9.53,23,44,44,"Healthy, Healthy",67.166
6.43,25.74,84.42,30.59,27,18,46,"P-deficiency, Pest-risk",45.298
5.21,30.96,34.83,35.95,52,24,81,"Pest-risk, Pest-risk",40.839999999999996
6.8,19.75,43.09,29.52,29,20,81,"Healthy, Pest-risk",48.409
7.47,26.35,55.44,28.3,52,18,87,"Healthy, K-deficiency",46.625
7.21,20.61,25.07,17.32,54,17,21,"Healthy, P-deficiency",57.759
6.25,24.73,53.05,28.81,28,12,27,"N-deficiency, K-deficiency",47.587
5.87,38.98,31.71,20.67,54,34,63,"Healthy, N-deficiency",47.734
5.02,21.28,62.98,11.28,47,26,61,"K-deficiency, K-deficiency",65.79599999999999
7.76,21.81,55.31,21.03,54,30,55,"Pest-risk, Healthy",55.291
7.41,20.88,57.59,16.79,24,10,47,"Healthy, P-deficiency",58.448
5.74,37.68,58.01,24.47,27,25,60,"P-deficiency, K-deficiency",45.604
5.2,28.74,32.97,22.59,24,44,74,"Pest-risk, Pest-risk",52.658
5.22,35.9,77.29,15.5,17,9,69,"K-deficiency, P-deficiency",54.71000000000001
7.35,37.54,35.49,12.16,69,36,91,"N-deficiency, P-deficiency",53.70200000000001
5.36,40.1,76.09,27.65,57,19,78,"Pest-risk, Healthy",42.61
6.73,36.61,83.33,32.02,52,34,21,"P-deficiency, K-deficiency",38.119
7.89,35.26,32.25,8.66,54,42,48,"Pest-risk, N-deficiency",58.72200000000001
5.28,25.57,52.06,30.57,26,22,54,"P-deficiency, Pest-risk",47.699
7.0,33.75,72.58,36.46,31,34,49,"N-deficiency, P-deficiency",35.457
6.02,24.14,74.72,33.79,27,20,64,"K-deficiency, N-deficiency",44.358000000000004
5.7,23.94,39.19,28.42,41,23,58,"K-deficiency, Pest-risk",49.394
5.42,29.54,33.69,17.12,32,12,65,"P-deficiency, Healthy",56.194
5.6,32.42,81.01,30.93,47,12,58,"N-deficiency, N-deficiency",43.346000000000004
6.19,28.92,89.08,38.0,27,6,62,"Pest-risk, K-deficiency",38.26
6.79,40.63,92.14,10.52,27,21,44,"P-deficiency, Pest-risk",53.18900000000001
5.42,28.65,25.37,28.18,31,5,68,"Pest-risk, N-deficiency",47.791
6.25,33.67,63.48,37.25,60,20,26,"Pest-risk, P-deficiency",36.365
5.61,40.19,70.06,21.51,39,23,48,"K-deficiency, P-deficiency",46.977000000000004
6.76,19.96,87.21,33.46,45,25,51,"K-deficiency, Pest-risk",45.232
7.13,30.48,35.56,34.13,20,31,88,"P-deficiency, P-deficiency",39.215999999999994
7.23,21.11,52.77,17.1,55,35,59,"Pest-risk, K-deficiency",57.725
6.37,18.67,81.7,30.79,33,14,40,"N-deficiency, P-deficiency",48.793
5.12,18.87,66.49,10.98,62,6,50,"Pest-risk, P-deficiency",67.041
5.9,20.25,82.71,17.59,66,22,60,"P-deficiency, N-deficiency",59.503
5.99,33.67,68.48,20.55,15,9,80,"P-deficiency, P-deficiency",50.245000000000005
7.16,32.75,37.51,35.51,73,37,85,"P-deficiency, N-deficiency",37.037000000000006
6.11,22.3,28.02,28.13,56,14,40,"K-deficiency, P-deficiency",49.626000000000005
6.62,30.81,81.51,21.86,33,29,37,"P-deficiency, P-deficiency",49.367
5.32,21.4,25.33,26.52,39,28,42,"P-deficiency, K-deficiency",52.944
5.33,26.59,58.68,26.25,36,41,91,"P-deficiency, K-deficiency",50.545
5.21,35.86,59.46,37.67,50,6,64,"Pest-risk, Pest-risk",37.013999999999996
6.44,34.35,58.36,11.98,66,25,33,"Healthy, N-deficiency",55.861
6.53,26.34,58.51,20.05,20,20,84,"Healthy, Pest-risk",53.23
7.8,29.14,90.32,37.51,22,40,47,"Healthy, P-deficiency",38.522000000000006
7.54,29.27,39.17,11.63,68,26,34,"P-deficiency, N-deficiency",58.641
7.81,26.84,86.16,12.44,45,40,69,"Pest-risk, Pest-risk",59.748
5.42,34.5,82.25,20.8,64,6,23,"N-deficiency, Pest-risk",50.769999999999996
6.13,32.25,82.13,8.24,15,7,22,"K-deficiency, N-deficiency",60.523
6.93,26.11,73.17,30.44,28,42,94,"N-deficiency, Pest-risk",44.233000000000004
5.08,33.82,29.53,16.26,65,15,59,"Pest-risk, Pest-risk",55.422
5.29,23.66,49.73,19.51,37,16,93,"N-deficiency, Healthy",57.482
7.09,37.33,59.27,35.43,52,36,65,"Pest-risk, N-deficiency",34.671
5.03,39.0,51.62,13.86,58,9,33,"P-deficiency, Healthy",54.852000000000004
7.29,20.79,90.45,33.48,43,8,78,"Healthy, Pest-risk",44.901
5.65,38.15,77.89,23.31,68,9,86,"K-deficiency, N-deficiency",46.477000000000004
6.9,22.28,64.04,24.56,56,29,81,"K-deficiency, P-deficiency",50.912000000000006
7.0,30.09,72.3,35.63,39,30,46,"K-deficiency, K-deficiency",37.951
5.58,20.45,91.82,14.35,59,18,88,"K-deficiency, N-deficiency",62.635000000000005
5.67,25.19,87.98,16.2,22,44,89,"K-deficiency, Healthy",58.605000000000004
7.9,27.3,73.35,19.21,45,39,71,"P-deficiency, K-deficiency",54.282
5.51,24.88,69.29,12.64,31,12,30,"K-deficiency, N-deficiency",61.928
6.6,41.54,30.42,21.25,17,30,31,"P-deficiency, Healthy",44.53
7.91,22.88,55.38,21.13,29,6,48,"Pest-risk, Pest-risk",54.976000000000006
7.15,23.33,83.79,22.95,45,16,73,"N-deficiency, N-deficiency",51.775000000000006
5.23,38.19,61.83,26.39,31,34,34,"P-deficiency, Healthy",44.833
7.02,28.39,90.42,15.66,27,42,36,"Healthy, P-deficiency",54.817
6.11,20.3,75.9,31.66,34,11,52,"N-deficiency, Pest-risk",47.80200000000001
6.06,27.5,77.66,30.73,23,10,20,"Healthy, Healthy",45.046
7.3,36.76,79.51,32.97,44,34,71,"Pest-risk, Healthy",37.344
5.67,40.32,50.8,32.56,46,32,59,"K-deficiency, N-deficiency",37.952
6.41,30.97,90.66,10.43,35,13,40,"P-deficiency, Pest-risk",58.851000000000006
6.88,25.19,60.81,28.07,58,29,72,"N-deficiency, N-deficiency",46.689
5.53,22.17,93.37,13.07,55,33,23,"Healthy, Pest-risk",62.899
6.34,26.95,51.22,15.37,36,36,44,"Pest-risk, Healthy",57.04900000000001
5.87,38.09,66.01,31.96,47,28,88,"K-deficiency, P-deficiency",39.147
7.02,23.44,94.04,11.76,73,13,59,"Pest-risk, Healthy",60.412
5.69,19.25,31.89,23.59,64,5,52,"N-deficiency, N-deficiency",55.623
7.65,29.73,29.82,13.77,30,32,40,"Pest-risk, P-deficiency",56.91900000000001
6.64,22.18,61.8,9.59,58,15,89,"K-deficiency, P-deficiency",63.458
6.36,26.73,86.04,32.6,54,37,92,"P-deficiency, K-deficiency",43.335
7.0,28.23,65.57,11.85,20,15,81,"P-deficiency, P-deficiency",57.905
7.73,36.48,30.57,13.9,22,38,23,"P-deficiency, P-deficiency",53.6
5.24,18.34,53.41,31.97,26,33,49,"Healthy, Healthy",50.274
7.28,18.21,37.07,29.52,66,27,37,"K-deficiency, P-deficiency",49.339
7.05,28.09,41.26,10.67,49,7,87,"Healthy, N-deficiency",59.019
6.77,22.45,50.18,27.5,53,24,45,"N-deficiency, P-deficiency",48.735
7.31,23.57,58.92,35.5,51,34,37,"Healthy, Healthy",41.935
5.97,23.15,44.96,14.41,46,18,36,"Healthy, Pest-risk",60.45700000000001
7.77,36.72,93.44,17.6,28,17,87,"P-deficiency, N-deficiency",50.6
5.41,21.96,86.07,33.06,34,26,21,"P-deficiency, P-deficiency",47.251999999999995
6.58,39.0,29.07,34.98,53,32,54,"Pest-risk, K-deficiency",34.85600000000001
6.98,29.85,26.07,32.9,33,32,25,"Pest-risk, Pest-risk",40.295
7.16,29.86,87.82,13.11,64,20,72,"P-deficiency, K-deficiency",56.402
6.5,18.5,28.61,19.59,19,43,37,"P-deficiency, N-deficiency",57.578
5.13,27.74,80.25,30.49,18,41,44,"P-deficiency, K-deficiency",46.978
6.28,18.34,29.07,17.43,26,36,84,"Pest-risk, K-deficiency",59.82599999999999
7.77,41.86,27.31,15.77,49,23,65,"P-deficiency, P-deficiency",49.49400000000001
5.06,30.27,92.14,22.1,31,12,64,"N-deficiency, Healthy",52.565000000000005
7.15,30.24,73.65,14.72,32,33,71,"Pest-risk, Pest-risk",54.90400000000001
6.23,27.18,87.97,24.64,38,33,64,"N-deficiency, Pest-risk",49.738
7.88,39.64,62.37,20.85,25,13,55,"Healthy, Healthy",46.76
5.05,31.98,32.35,30.76,22,38,31,"Healthy, Pest-risk",44.802
5.95,33.7,68.24,28.83,15,26,83,"K-deficiency, Pest-risk",43.686
6.4,20.55,92.16,22.29,17,25,27,"Pest-risk, N-deficiency",54.593
6.41,21.11,57.39,12.8,71,34,83,"P-deficiency, Healthy",61.885000000000005
6.33,30.25,83.08,25.45,16,19,70,"P-deficiency, Pest-risk",47.355000000000004
5.06,41.19,53.11,13.28,70,20,59,"N-deficiency, Pest-risk",54.16100000000001
7.52,28.77,60.14,10.09,74,33,87,"N-deficiency, P-deficiency",60.083
7.29,21.11,40.32,17.61,72,19,74,"Pest-risk, Pest-risk",57.437
5.2,23.38,49.94,14.73,20,19,65,"Healthy, P-deficiency",61.626
5.82,32.05,57.74,33.83,74,31,63,"K-deficiency, P-deficiency",40.771
7.62,27.35,43.83,14.16,39,41,92,"Healthy, Healthy",57.737
6.07,21.12,26.93,19.49,34,19,63,"Healthy, Healthy",57.208
7.4,19.57,27.76,35.08,15,41,77,"Healthy, K-deficiency",44.45100000000001
7.09,23.55,86.11,32.97,70,9,81,"N-deficiency, N-deficiency",43.529
6.27,31.61,43.41,34.89,36,14,46,"N-deficiency, K-deficiency",39.243
5.66,37.53,73.76,35.82,40,36,21,"K-deficiency, N-deficiency",36.759
7.89,18.31,88.28,34.13,53,21,37,"P-deficiency, Pest-risk",46.821
6.43,25.9,85.75,14.15,72,38,56,"K-deficiency, K-deficiency",58.370000000000005
5.17,23.66,44.48,25.24,37,32,60,"K-deficiency, Healthy",53.138000000000005
5.48,23.46,30.75,29.0,62,38,62,"P-deficiency, Healthy",49.61
7.73,38.09,63.71,18.73,70,11,75,"N-deficiency, K-deficiency",48.931000000000004
6.81,26.96,91.75,35.61,44,5,23,"P-deficiency, K-deficiency",39.912
6.94,40.89,63.16,27.98,51,33,62,"Healthy, P-deficiency",38.791
5.34,27.38,26.45,37.98,33,22,32,"K-deficiency, P-deficiency",40.746
7.25,39.62,92.53,11.37,44,13,21,"Pest-risk, Pest-risk",53.09400000000001
5.86,19.07,52.98,18.69,69,23,79,"P-deficiency, P-deficiency",59.293000000000006
7.65,18.78,70.38,12.01,62,21,66,"N-deficiency, Healthy",63.80200000000001
5.91,29.78,55.66,31.99,32,34,75,"Pest-risk, P-deficiency",43.198
7.61,18.99,30.21,14.65,47,24,81,"P-deficiency, P-deficiency",61.505
6.1,22.14,68.53,30.21,54,6,77,"Healthy, K-deficiency",48.062
7.99,35.88,94.55,17.45,52,5,49,"Pest-risk, Pest-risk",51.58
6.4,41.33,76.27,24.3,72,15,45,"K-deficiency, Pest-risk",42.595
6.05,18.98,92.18,32.62,73,34,78,"K-deficiency, Healthy",47.814
5.01,30.99,77.96,31.99,16,11,26,"Healthy, Pest-risk",44.393
7.2,38.13,30.46,11.07,22,22,30,"P-deficiency, K-deficiency",53.979
6.7,25.26,71.89,32.32,29,39,94,"K-deficiency, Healthy",43.614
6.84,24.62,69.26,26.57,18,12,45,"K-deficiency, Healthy",48.254
6.24,21.39,80.05,28.16,23,38,46,"Pest-risk, Pest-risk",49.797
7.06,39.32,44.82,18.96,25,28,27,"K-deficiency, Pest-risk",46.791999999999994
5.06,40.23,94.37,26.27,73,6,25,"Pest-risk, Pest-risk",44.249
5.09,40.06,85.35,27.87,38,17,83,"K-deficiency, Pest-risk",42.994
5.71,37.89,47.78,32.91,28,18,52,"K-deficiency, Pest-risk",38.807
6.23,20.8,35.16,16.31,32,41,50,"P-deficiency, N-deficiency",59.592
7.89,22.31,44.12,9.7,36,13,27,"P-deficiency, Healthy",64.36500000000001
7.4,36.96,62.41,24.57,18,32,58,"Healthy, Healthy",44.164
6.08,20.62,51.83,29.23,66,25,73,"N-deficiency, P-deficiency",49.646
7.65,34.05,32.9,37.09,47,6,76,"K-deficiency, Healthy",36.102999999999994
7.49,37.47,60.42,23.8,21,14,85,"P-deficiency, Pest-risk",44.705
7.02,22.57,41.19,15.4,24,21,50,"K-deficiency, Pest-risk",57.935
5.97,23.27,75.35,32.05,63,6,54,"Healthy, K-deficiency",46.285000000000004
7.83,30.84,88.6,10.82,28,34,42,"K-deficiency, P-deficiency",59.084
